action_0,target_dof_pos_0,qj0,dqj0,action_1,target_dof_pos_1,qj1,dqj1,action_2,target_dof_pos_2,qj2,dqj2,action_3,target_dof_pos_3,qj3,dqj3,action_4,target_dof_pos_4,qj4,dqj4,action_5,target_dof_pos_5,qj5,dqj5,action_6,target_dof_pos_6,qj6,dqj6,action_7,target_dof_pos_7,qj7,dqj7,action_8,target_dof_pos_8,qj8,dqj8,action_9,target_dof_pos_9,qj9,dqj9,action_10,target_dof_pos_10,qj10,dqj10,action_11,target_dof_pos_11,qj11,dqj11,action_12,target_dof_pos_12,qj12,dqj12,action_13,target_dof_pos_13,qj13,dqj13,action_14,target_dof_pos_14,qj14,dqj14,action_15,target_dof_pos_15,qj15,dqj15,action_16,target_dof_pos_16,qj16,dqj16,action_17,target_dof_pos_17,qj17,dqj17,action_18,target_dof_pos_18,qj18,dqj18,action_19,target_dof_pos_19,qj19,dqj19,action_20,target_dof_pos_20,qj20,dqj20,action_21,target_dof_pos_21,qj21,dqj21,action_22,target_dof_pos_22,qj22,dqj22,action_23,target_dof_pos_23,qj23,dqj23,action_24,target_dof_pos_24,qj24,dqj24,action_25,target_dof_pos_25,qj25,dqj25,action_26,target_dof_pos_26,qj26,dqj26,action_27,target_dof_pos_27,qj27,dqj27,action_28,target_dof_pos_28,qj28,dqj28
0.29419931769371,0.0735498294234276,-0.0202215202152729,0.0171416271477938,0.726703643798828,0.181675910949707,-0.0462580397725105,0.0130899697542191,-0.56348317861557,-0.140870794653893,-0.0331449434161186,-0.00857081357389689,1.62655913829803,0.406639784574509,-0.0586065873503685,0.00981747731566429,1.93207156658173,0.483017891645432,0.041556216776371,-0.00624950975179672,1.12351274490356,0.280878186225891,0.0317681431770325,0.00934892427176237,-0.70777428150177,-0.176943570375443,0.01360640861094,0.0137133002281189,0.301025867462158,0.0752564668655396,-0.0309011898934841,-0.00654498487710953,-0.34077787399292,-0.08519446849823,-0.0171416271477938,0.0171416271477938,2.31334805488586,0.578337013721466,-0.040428914129734,0.00545415375381708,-2.26063275337219,-0.565158188343048,-0.0382692627608776,-0.024333730340004,-0.26497095823288,-0.0662427395582199,-0.00139800843317062,-0.00365237891674042,0.113481104373932,0.028370276093483,-0.0376580096781254,-0.00857081357389689,0.0382632836699486,0.00956582091748714,-0.00568538578227162,0.00663455482572317,-1.35007774829865,-0.337519437074661,0.0883818343281746,-0.00874163024127483,-1.31121718883514,-0.327804297208786,0.033316146582365,0.00306796166114509,-6.52811098098755,-1.63202774524689,0.12301167845726,-0.00766990380361676,-0.621497631072998,-0.15537440776825,-0.240930870175362,0,-4.13432359695435,-1.03358089923859,0.180422514677048,-0.0138058271259069,0.334465891122818,0.0836164727807045,-0.283690571784973,-0.00153398083057255,-3.42946720123291,-0.857366800308228,-0.138403430581093,0.00392699055373669,-1.43866908550262,-0.359667271375656,0.26806315779686,-0.00687223393470049,0.755012273788452,0.188753068447113,0.0145728178322315,0.00306796166114509,5.20883417129517,1.30220854282379,-0.114442959427834,0.00306796166114509,1.3101612329483,0.327540308237076,0.138022318482399,0,-3.01740407943726,-0.754351019859314,0.321800410747528,0.00460194237530232,-1.30387723445892,-0.325969308614731,0.509557247161865,0.00920388475060463,-2.25469708442688,-0.56367427110672,-0.391234159469605,-0.013744467869401,1.78496980667114,0.446242451667786,0.00118116522207856,0.00294524314813316
0.204022735357285,0.0510056838393211,-0.082989327609539,-5.49560546875,0.498212516307831,0.124553129076958,-0.0427128449082375,-0.12653636932373,-0.55853682756424,-0.13963420689106,-0.0620446540415287,-2.11699080467224,1.60134756565094,0.400336891412735,-0.00674951542168856,4.25642204284668,1.03974843025208,0.259937107563019,0.0414959229528904,-1.19608473777771,1.96572506427765,0.491431266069412,0.0516539141535759,-0.347342252731323,-1.01327085494995,-0.253317713737488,-0.0789985433220863,-8.6513786315918,0.326008200645447,0.0815020501613617,-0.0303983855992556,-0.106901414692402,-0.227584898471832,-0.0568962246179581,-0.0255517363548279,-1.0113559961319,2.3951780796051,0.598794519901276,0.0996235311031342,13.0376100540161,-1.61079895496368,-0.402699738740921,-0.112440288066864,-6.21812057495117,-0.533830046653748,-0.133457511663437,-0.0141356969252229,-1.35581398010254,0.206713289022446,0.0516783222556114,-0.0105528142303228,1.47932231426239,0.0603753253817558,0.015093831345439,-0.00447010667994618,0.529535591602325,-0.565717101097107,-0.141429275274277,0.0346819385886192,-3.46020340919495,-0.469033718109131,-0.117258429527283,0.0427956692874432,0.998621463775635,-10.9419994354248,-2.7354998588562,0.0290793217718601,-6.3184666633606,-1.42254614830017,-0.355636537075043,-0.175485014915466,5.50392293930054,-3.24337100982666,-0.810842752456665,0.123880937695503,-4.95475816726685,-0.116930328309536,-0.029232582077384,-0.214421764016151,4.13254404067993,-6.0020170211792,-1.5005042552948,-0.0889018625020981,5.85907030105591,1.29901432991028,0.32475358247757,0.173792362213135,-6.45990037918091,1.28038656711578,0.320096641778946,0.0781251639127731,5.30910730361939,7.61822700500488,1.90455675125122,-0.0325787179172039,5.5453405380249,1.56801080703735,0.392002701759338,0.0921107530593872,-4.72772884368897,-1.13048148155212,-0.282620370388031,0.20790234208107,-10.1227388381958,-0.885833263397217,-0.221458315849304,0.358220487833023,-8.28503036499023,-3.49539351463318,-0.873848378658295,-0.335980147123337,5.0285120010376,2.8162145614624,0.704053640365601,0.0216751489788294,-1.33615863323212
0.739055395126343,0.184763848781586,-0.18281252682209,-2.32611870765686,0.780390083789825,0.195097520947456,-0.0512179136276245,-0.866119623184204,-0.709920406341553,-0.177480101585388,-0.0918684005737305,-0.503963828086853,2.36707258224487,0.591768145561218,0.104753844439983,4.65130233764648,2.77387714385986,0.693469285964966,-0.00848353561013937,-1.91027545928955,1.47940289974213,0.369850724935532,0.0509339310228825,0.122685417532921,-1.76278054714203,-0.440695136785507,-0.229563623666763,-4.74480199813843,0.183555409312248,0.0458888523280621,-0.030534740537405,-0.20180369913578,-0.153606414794922,-0.0384016036987305,-0.0324619561433792,0.541675388813019,2.45226311683655,0.613065779209137,0.391429275274277,11.1711978912354,-1.93988966941834,-0.484972417354584,-0.218062654137611,-2.98174142837524,-0.393725633621216,-0.098431408405304,-0.0804804936051369,-2.81356120109558,0.357370585203171,0.0893426463007927,0.0298773199319839,0.512534618377686,0.293430328369141,0.0733575820922852,-0.0216824747622013,-1.80410361289978,-0.940713047981262,-0.235178261995316,0.0284330695867538,1.44143068790436,1.45647633075714,0.364119082689285,0.0612274073064327,0.75165057182312,-13.690526008606,-3.42263150215149,-0.106354407966137,1.31768953800201,-0.760932326316834,-0.190233081579208,-0.136943742632866,-5.46864128112793,-1.0736700296402,-0.268417507410049,-0.104262761771679,-11.3039045333862,-0.0560781881213188,-0.0140195470303297,-0.174706041812897,-0.480135977268219,-5.74981307983398,-1.4374532699585,0.076146811246872,5.0825080871582,-2.48479652404785,-0.621199131011963,0.189415961503983,7.22860813140869,0.744689583778381,0.186172395944595,0.206739872694016,3.52048587799072,9.0152063369751,2.25380158424377,0.136039331555367,9.52295303344727,0.170396119356155,0.0425990298390389,0.0619344748556614,0.949534118175507,0.673399209976196,0.168349802494049,0.00431432109326124,-3.68615579605103,1.00114500522614,0.250286251306534,0.206823766231537,-5.35512685775757,1.36921048164368,0.342302620410919,-0.347554057836533,-7.24726152420044,-0.086803749203682,-0.0217009373009205,0.0299816560000181,1.03967082500458
0.0487677231431007,0.0121919307857752,-0.234532028436661,-2.20955562591553,0.97811359167099,0.244528397917748,-0.053365483880043,0.166897118091583,-0.614754319190979,-0.153688579797745,-0.103238120675087,-0.483393877744675,2.88745021820068,0.721862554550171,0.211067229509354,4.53785610198975,3.28825640678406,0.822064101696014,-0.0506783947348595,-1.78537976741791,1.05115735530853,0.262789338827133,0.044927503913641,0.636689782142639,-2.31456327438355,-0.578640818595886,-0.296523123979569,-1.7175909280777,-0.308940351009369,-0.0772350877523422,-0.0156466029584408,1.35699343681335,-0.00826912187039852,-0.00206728046759963,-0.0330913737416267,0.0205699522048235,2.27805066108704,0.569512665271759,0.560968220233917,5.82503604888916,-1.63729047775269,-0.409322619438171,-0.277902543544769,-2.47810029983521,-0.274889945983887,-0.0687224864959717,-0.101751402020454,-0.118907190859318,0.0379294492304325,0.00948236230760813,0.0256053041666746,-0.342832535505295,-0.137720227241516,-0.034430056810379,-0.0242083203047514,0.0660822615027428,-0.629987835884094,-0.157496958971024,0.0413962937891483,-0.229047387838364,0.630504310131073,0.157626077532768,0.0953225269913673,1.15815544128418,-16.7533760070801,-4.18834400177002,-0.107313141226769,-0.230097115039825,1.0123987197876,0.253099679946899,-0.177630186080933,-0.561436951160431,0.474015921354294,0.118503980338573,-0.200508072972298,-0.975611805915833,-1.9360419511795,-0.484010487794876,-0.1252471357584,2.08007788658142,0.268301784992218,0.0670754462480545,0.0129544688388705,-12.6606187820435,2.75103998184204,0.68775999546051,0.149095267057419,-9.72322940826416,0.280908942222595,0.0702272355556488,0.232446029782295,-0.158000022172928,11.4010496139526,2.85026240348816,0.112682074308395,-0.590582609176636,-1.71260678768158,-0.428151696920395,0.156789615750313,2.44516539573669,-0.692102670669556,-0.173025667667389,0.00419447897002101,0.475534051656723,2.59676814079285,0.649192035198212,0.186138987541199,-1.17196130752563,-0.207899749279022,-0.0519749373197556,-0.428755313158035,-2.29728960990906,-1.62111783027649,-0.405279457569122,0.0286164134740829,6.94979190826416
-0.899340510368347,-0.224835127592087,-0.292987674474716,-3.22091174125671,0.0454912669956684,0.0113728167489171,-0.0475022718310356,0.0327249243855476,-0.265304923057556,-0.066326230764389,-0.102729231119156,0.215984493494034,3.46083736419678,0.865209341049194,0.333777159452438,5.91884756088257,4.15914630889893,1.03978657722473,-0.095062330365181,-1.68463909626007,0.419234156608582,0.104808539152145,0.0604928694665432,1.39017391204834,-2.00207948684692,-0.500519871711731,-0.331395626068115,-1.45532405376434,-0.0822815746068955,-0.0205703936517239,-0.00182373262941837,0.447240591049194,0.113394029438496,0.0283485073596239,-0.0300915893167257,-0.865652143955231,2.18255376815796,0.54563844203949,0.633159101009369,1.11591994762421,-1.72401809692383,-0.431004524230957,-0.312431216239929,-1.03637516498566,-0.16604870557785,-0.0415121763944626,-0.0895466282963753,0.740689277648926,0.145282611250877,0.0363206528127193,0.0138873960822821,0.716520011425018,0.59126615524292,0.14781653881073,-0.0283049587160349,0.0488210059702396,-0.218883812427521,-0.0547209531068802,0.0207700002938509,-1.50784695148468,0.832864344120026,0.208216086030006,0.0926500484347343,-0.5506991147995,-19.7785625457764,-4.94464063644409,-0.107468940317631,-0.228563144803047,0.929993867874146,0.232498466968536,-0.140011698007584,-0.0414174795150757,-0.513471603393555,-0.128367900848389,-0.141054332256317,0.682621479034424,-0.634094595909119,-0.15852364897728,-0.188799485564232,-4.68784523010254,0.0669132247567177,0.0167283061891794,-0.132137104868889,-4.9048113822937,4.64083194732666,1.16020798683167,-0.0165516529232264,-7.97179126739502,2.18201565742493,0.545503914356232,0.213798582553864,-0.990951597690582,14.0702953338623,3.51757383346558,0.117188148200512,0.0813009813427925,-1.048588514328,-0.262147128582001,0.15336212515831,-1.95429158210754,0.0764098912477493,0.0191024728119373,-0.0397157222032547,-2.91302943229675,2.43040251731873,0.607600629329681,0.239876255393028,3.69996166229248,-3.50025224685669,-0.875063061714172,-0.366721123456955,5.34954357147217,-3.24509143829346,-0.811272859573364,0.15395799279213,5.59988880157471
-2.27864050865173,-0.569660127162933,-0.384079337120056,-4.54424524307251,-0.138657003641129,-0.0346642509102821,-0.0595866292715073,-0.0174532923847437,-0.0213342607021332,-0.0053335651755333,-0.0842216312885284,0.903363645076752,3.84633255004883,0.961583137512207,0.494691759347916,8.05578517913818,-1.41469037532806,-0.353672593832016,-0.115429475903511,-0.300911426544189,-1.18278121948242,-0.295695304870605,0.0610096305608749,0.0387719161808491,-1.64441382884979,-0.411103457212448,-0.355782270431519,-0.713091671466827,-0.949150562286377,-0.237287640571594,0.00780625827610493,0.421060681343079,0.323157429695129,0.0807893574237824,-0.0261811558157206,0.87936544418335,0.442452907562256,0.110613226890564,0.624747753143311,-1.2926344871521,-1.10528576374054,-0.276321440935135,-0.338683098554611,-1.21446108818054,0.42596247792244,0.10649061948061,-0.0681058689951897,1.25955665111542,0.179784744977951,0.0449461862444878,0.0386222265660763,0.407970726490021,-0.883582472801209,-0.220895618200302,0.00259118713438511,0.966626703739166,0.110850632190704,0.0277126580476761,-0.00931094121187925,-1.48795211315155,1.15977513790131,0.289943784475327,0.0655057728290558,-1.08299040794373,-22.1851043701172,-5.5462760925293,-0.109086811542511,-0.0674951523542404,-0.276521623134613,-0.0691304057836533,-0.102489091455936,1.77788376808167,0.349775195121765,0.0874437987804413,-0.143235459923744,-0.573708832263947,-1.00900840759277,-0.252252101898193,-0.193005949258804,1.23178660869598,-2.49619221687317,-0.624048054218292,-0.119558468461037,1.90360867977142,2.74214601516724,0.685536503791809,-0.0591503009200096,1.09955739974976,-0.200418502092361,-0.0501046255230904,0.205601364374161,-0.0951068103313446,16.2223110198975,4.05557775497437,0.120112299919128,0.194815561175346,0.330885350704193,0.0827213376760483,0.0883357226848602,-3.17380619049072,-0.981751620769501,-0.245437905192375,-0.0212959684431553,1.94662165641785,0.96129846572876,0.24032461643219,0.303764164447784,2.59396147727966,-2.26829147338867,-0.567072868347168,-0.283372282981873,-1.23111164569855,-2.44704866409302,-0.611762166023254,0.229360818862915,-0.362264901399612
-1.94203865528107,-0.485509663820267,-0.483139187097549,-4.23226737976074,0.0578001029789448,0.0144500257447362,-0.0652282685041428,-0.317431747913361,-0.268975168466568,-0.067243792116642,-0.0476081892848015,1.46389484405518,3.55668878555298,0.889172196388245,0.692472994327545,9.93528652191162,-2.9971170425415,-0.749279260635376,-0.171400785446167,-3.00124216079712,0.166801542043686,0.0417003855109215,-0.0668482184410095,-9.17350387573242,-1.94539940357208,-0.486349850893021,-0.333136558532715,2.43411087989807,-1.11784172058105,-0.279460430145264,0.00249698013067246,-0.747219085693359,0.559001505374908,0.139750376343727,-0.0119455708190799,0.841653883457184,1.70249438285828,0.425623595714569,0.514573872089386,-9.6429443359375,0.0453186295926571,0.0113296573981643,-0.335840910673142,0.917753577232361,-1.20320510864258,-0.300801277160645,0.00952798500657082,4.68489360809326,0.0665892064571381,0.0166473016142845,0.0449699871242046,-0.291407644748688,0.697728753089905,0.174432188272476,-0.0470699556171894,-2.78377032279968,-0.227244541049004,-0.0568111352622509,-0.0292215347290039,-0.686152160167694,0.573877155780792,0.143469288945198,0.0560741908848286,0.335941791534424,-22.9240207672119,-5.73100519180298,-0.110069513320923,0.00460194237530232,-1.92811489105225,-0.482028722763062,-0.0932852104306221,0.260776728391647,0.0537090562283993,0.0134272640570998,-0.109451927244663,3.2965247631073,0.13789576292038,0.0344739407300949,-0.196025967597961,-0.882038950920105,-0.838854610919952,-0.209713652729988,-0.180472850799561,-5.57141828536987,-0.0766284614801407,-0.0191571153700352,0.00737844780087471,7.6782488822937,0.374742388725281,0.0936855971813202,0.194707706570625,-0.357417523860931,17.2904491424561,4.32261228561401,0.120759442448616,-0.00306796166114509,0.88946396112442,0.222365990281105,0.0682741329073906,0.15493206679821,0.265882253646851,0.0664705634117127,-0.0169337093830109,-0.780796229839325,0.651722311973572,0.162930577993393,0.298598945140839,-1.41893219947815,-1.24294662475586,-0.310736656188965,-0.320387244224548,-0.818777620792389,1.66416382789612,0.41604095697403,0.111251965165138,-10.148325920105
-2.59321570396423,-0.648303925991058,-0.550353109836578,-2.43411087989807,0.0135134942829609,0.00337837357074022,-0.0582827478647232,1.6373370885849,-0.355566710233688,-0.0888916775584221,-0.00447289319708943,0.382258266210556,3.76349782943726,0.940874457359314,0.866400837898254,4.78656530380249,-1.91347408294678,-0.478368520736694,-0.274068951606751,-6.07788133621216,-0.509882628917694,-0.127470657229424,-0.0668685510754585,4.93008947372437,-1.38149774074554,-0.345374435186386,-0.334676623344421,-1.87357985973358,-0.100476697087288,-0.025119174271822,-0.0124422889202833,1.32535934448242,-0.0465379729866982,-0.0116344932466745,-0.0105929896235466,-0.428540676832199,1.43030714988709,0.357576787471771,0.471792817115784,2.81870675086975,0.0728119164705277,0.0182029791176319,-0.272114187479019,-1.70045292377472,0.603753685951233,0.150938421487808,-0.0656164363026619,1.29426193237305,-0.171008720993996,-0.0427521802484989,0.0380999445915222,0.49196469783783,-1.48780524730682,-0.371951311826706,0.0143485870212317,3.84102821350098,-0.151533424854279,-0.0378833562135696,-0.0523245558142662,-0.941037893295288,-0.446433156728745,-0.111608289182186,0.0783049240708351,1.79629147052765,-23.8892421722412,-5.9723105430603,-0.108595453202724,-0.0230097118765116,-0.932971954345703,-0.233242988586426,-0.126098021864891,0.227029159665108,0.174438983201981,0.0436097458004952,-0.0530901178717613,1.19036912918091,-0.668036341667175,-0.167009085416794,-0.169720605015755,0.641203939914703,-1.08231687545776,-0.270579218864441,-0.262494802474976,-0.877682387828827,-0.0191691666841507,-0.00479229167103767,0.100000210106373,3.98884105682373,0.444870144128799,0.1112175360322,0.175209373235703,-1.32689332962036,18.4172382354736,4.60430955886841,0.120807379484177,0.0306796152144671,0.894497454166412,0.223624363541603,0.0786524713039398,-1.05384480953217,-0.769689857959747,-0.192422464489937,0.00800546258687973,2.28869938850403,0.856367468833923,0.214091867208481,0.273995339870453,-0.570640861988068,-1.84348964691162,-0.460872411727905,-0.326630532741547,-1.06225097179413,0.798803508281708,0.199700877070427,0.00795369036495686,-0.387790352106094
-2.71887969970703,-0.679719924926758,-0.591131389141083,-0.98735773563385,-0.310080081224442,-0.0775200203061104,-0.0479369014501572,0.153807148337364,0.150030881166458,0.0375077202916145,-0.0229938849806786,-1.61474120616913,3.73136138916016,0.932840347290039,0.921743452548981,1.31881439685822,-1.44853377342224,-0.36213344335556,-0.35107359290123,-1.74331104755402,0.000845842063426971,0.000211460515856743,-0.0759735852479935,-3.26332020759583,-1.29161870479584,-0.322904676198959,-0.334998041391373,-0.466252207756043,-1.02816700935364,-0.257041752338409,0.00390312820672989,-0.22143866121769,-0.0498443469405174,-0.0124610867351294,-0.00826280005276203,-0.155988797545433,2.27071690559387,0.567679226398468,0.498236954212189,1.1508264541626,-0.245766177773476,-0.0614415444433689,-0.276275217533112,-0.801893353462219,0.722667574882507,0.180666893720627,-0.0392495542764664,-0.345843344926834,0.202532559633255,0.0506331399083138,0.0504874475300312,0.00342832505702972,0.674743890762329,0.168685972690582,-0.027850491926074,-1.10632419586182,-0.206878066062927,-0.0517195165157318,-0.0611188597977161,-0.305335521697998,-0.896265625953674,-0.224066406488419,0.0926140919327736,0.527689397335053,-25.5827121734619,-6.39567804336548,-0.107876405119896,-0.113514579832554,-1.11561286449432,-0.278903216123581,-0.118356205523014,0.00613592332229018,-0.895507037639618,-0.223876759409904,-0.0262334682047367,1.59380602836609,-0.139244824647903,-0.0348112061619759,-0.165466204285622,-0.994019567966461,-1.86354804039001,-0.465887010097504,-0.270732283592224,-0.676424145698547,0.731439173221588,0.182859793305397,0.116490505635738,0.644026517868042,1.61377215385437,0.403443038463593,0.163141265511513,-0.179475754499435,19.6585731506348,4.91464328765869,0.121742151677608,0.029145635664463,1.67125749588013,0.417814373970032,0.0320218503475189,-1.52170896530151,1.28991270065308,0.322478175163269,-0.00020373183360789,-0.605922400951386,0.0754241496324539,0.0188560374081135,0.276667833328247,-0.15493206679821,-0.334847331047058,-0.0837118327617645,-0.343511998653412,-0.0304341781884432,-0.16469232738018,-0.0411730818450451,0.00377359287813306,-0.00196349527686834
-2.38737106323242,-0.596842765808106,-0.616602778434753,-1.23248291015625,0.13917475938797,0.0347936898469925,-0.0394062623381615,0.789761424064636,-0.495106369256973,-0.123776592314243,-0.0352206863462925,-0.00685665011405945,3.98123359680176,0.99530839920044,0.934756755828857,0.0305432621389627,-1.57453715801239,-0.393634289503098,-0.365491360425949,-0.113520324230194,0.0239270851016045,0.00598177127540112,-0.0547834075987339,2.88985729217529,-1.5426219701767,-0.385655492544174,-0.333391010761261,-1.11249160766602,-0.468105018138886,-0.117026254534721,0.00398834981024265,-0.986110985279083,0.0405543372035027,0.0101385843008757,-0.0262079406529665,-2.12384748458862,2.20603466033936,0.551508665084839,0.538768112659454,1.60461211204529,0.592722952365875,0.148180738091469,-0.290932565927506,-0.899303138256073,0.80319219827652,0.20079804956913,-0.0206161811947823,2.31266140937805,-0.128056332468987,-0.0320140831172466,0.0565271899104118,-0.567387819290161,-1.80177879333496,-0.45044469833374,0.0530827455222607,3.0282084941864,-0.40467295050621,-0.101168237626553,-0.0641632527112961,0.203622743487358,0.168088719248772,0.0420221798121929,0.0911879688501358,-0.165669918060303,-27.222297668457,-6.80557441711426,-0.107588782906532,-0.00920388475060463,-0.885985970497131,-0.221496492624283,-0.113370768725872,-0.335941791534424,0.347949951887131,0.0869874879717827,-0.00858070515096188,-0.202485457062721,-0.700734317302704,-0.175183579325676,-0.152115777134895,1.27934002876282,-1.53637218475342,-0.384093046188355,-0.287299275398254,0.376991122961044,0.806274056434631,0.201568514108658,0.13433837890625,2.02043676376343,0.136016666889191,0.0340041667222977,0.182148233056068,0.133456334471703,21.1946029663086,5.29865074157715,0.123084381222725,0.00306796166114509,0.671076118946075,0.167769029736519,0.065913237631321,2.27489352226257,-1.27685034275055,-0.319212585687637,0.0396438166499138,1.56005847454071,0.441409379243851,0.110352344810963,0.233848184347153,-2.733553647995,-1.39027786254883,-0.347569465637207,-0.334630250930786,-1.28019905090332,0.64313930273056,0.16078482568264,-0.0211612656712532,-2.08326864242554
